Eritrocitos,Hemoglobina,Hematocrito,HCM,VGM,CHGM,Metarrubricitos,ProteinaPlasmatica,Leucocitos,Leucograma,Segmentados,Bastonetes,Blastos,Metamielocitos,Mielocitos,Linfocitos,Monocitos,Eosinofilos,Basofilos,Plaquetas,Diagnostico
0.681,8.12,17.57,27.37,255.9,34.08,0.66,5.14,7.87,229.2,35.723,0.41,2,1,1,2.937,0.313,0.326,0.032,119.0,9
0.516,6.54,15.11,27.23,212.51,28.61,0.92,4.06,4.27,135.02,12.844,0.27,0,1,0,0.892,0.624,0.573,0.13,167.7,9
0.604,6.57,29.92,26.44,218.15,33.94,0.15,3.96,8.87,245.54,19.354,0.03,0,1,0,2.651,0.803,0.262,0.055,139.8,7
0.749,6.8,23.52,24.42,341.48,31.23,0.39,4.3,7.21,136.15,10.396,0.47,2,1,0,1.34,0.535,0.681,0.083,111.7,10
0.888,5.77,33.29,21.86,247.66,31.84,0.14,4.44,8.41,187.71,24.489,0.16,0,1,0,3.141,0.538,0.897,0.077,131.3,16
0.55,7.15,15.96,24.53,334.82,29.61,0.17,3.27,6.51,135.26,36.415,0.17,1,1,1,1.128,0.775,0.239,0.089,62.6,2
0.467,6.26,17.49,23.43,340.48,33.52,0.43,4.54,5.03,276.99,34.764,0.02,2,1,0,1.411,0.206,0.281,0.199,180.9,16
0.808,5.72,31.62,21.32,285.05,33.22,0.12,4.61,3.02,146.75,44.8,0.34,0,1,0,3.825,0.781,0.21,0.036,168.3,3
0.578,5.56,31.18,23.22,217.67,32.09,0.71,3.52,4.67,188.84,39.078,0.3,0,0,0,3.462,0.674,0.682,0.023,191.9,17
0.811,9.9,18.17,26.1,284.47,34.36,0.51,5.48,5.07,240.57,20.974,0.49,0,0,0,2.233,0.49,0.11,0.129,181.2,17
0.549,6.68,30.98,26.82,301.76,33.77,0.72,3.83,7.39,280.27,23.646,0.43,2,1,0,0.515,0.254,0.233,0.023,157.0,15
0.589,6.56,29.14,23.52,344.34,31.82,0.68,5.93,3.14,178.44,11.669,0.1,1,0,1,1.762,0.777,0.226,0.086,194.7,14
0.753,5.78,15.63,24.41,255.03,34.92,0.17,4.02,2.76,242.48,27.171,0.18,2,1,0,3.389,0.719,0.79,0.033,53.1,10
0.564,7.22,18.09,25.41,346.44,28.6,0.76,3.22,5.18,107.83,31.966,0.44,0,1,0,3.44,0.391,0.399,0.101,81.2,12
0.606,7.33,16.26,24.65,227.29,29.98,0.3,3.79,8.77,148.41,14.622,0.01,2,0,0,2.865,0.871,0.719,0.157,157.0,13
0.65,7.7,21.86,25.06,217.87,31.37,0.52,4.79,9.28,67.29,24.429,0.48,1,1,1,3.525,0.426,0.687,0.125,124.5,8
0.932,6.41,23.0,21.33,290.21,30.47,0.13,5.85,9.32,223.45,27.711,0.34,0,0,1,0.867,0.671,0.921,0.113,194.5,4
0.595,6.23,32.99,23.24,338.48,33.25,0.01,3.6,6.65,236.68,32.414,0.04,2,1,0,2.812,0.905,0.661,0.167,135.1,10
0.878,5.99,32.35,20.17,294.36,31.4,0.21,5.77,8.55,220.73,44.608,0.37,1,0,1,2.915,0.605,0.36,0.185,145.7,9
0.705,6.34,16.01,20.42,321.62,29.05,0.44,4.15,5.17,233.59,21.612,0.02,1,1,0,2.765,0.451,0.446,0.133,76.8,1
0.593,6.77,21.76,22.78,349.56,33.92,0.55,3.43,8.63,51.86,38.065,0.29,1,0,0,3.864,0.635,0.465,0.043,192.0,11
0.706,6.19,34.41,24.2,289.33,28.44,0.75,5.03,8.27,78.06,10.072,0.0,1,0,0,3.484,0.419,0.128,0.16,182.0,19
0.9,5.64,21.13,24.22,230.91,32.94,0.67,4.49,8.62,158.47,18.954,0.25,2,1,0,2.207,0.131,0.617,0.097,91.6,12
0.979,7.97,17.91,25.78,260.33,33.89,0.53,4.12,6.46,289.85,42.355,0.49,0,1,0,2.127,0.245,0.235,0.07,88.2,10
0.545,5.56,19.08,25.79,234.88,28.74,0.4,4.66,2.55,263.03,41.377,0.07,0,1,0,2.728,0.756,0.846,0.098,65.8,9
0.419,6.41,17.27,27.25,260.48,33.58,0.83,5.04,4.69,190.39,18.145,0.27,2,1,1,1.846,0.135,0.815,0.04,199.4,2
0.907,5.84,19.2,27.6,312.03,31.07,0.89,5.71,6.23,251.3,23.142,0.06,2,1,0,2.955,0.912,0.762,0.079,95.8,11
0.885,7.73,15.88,22.43,242.82,29.66,0.98,4.52,4.25,104.18,33.308,0.12,1,1,0,0.58,0.388,0.282,0.063,98.7,11
0.714,6.72,19.51,26.53,320.13,32.74,0.91,5.44,2.69,97.84,26.525,0.34,0,0,1,3.395,0.589,0.322,0.02,172.7,13
0.587,5.32,15.44,25.29,308.14,31.35,0.92,3.16,6.26,232.91,44.198,0.02,0,0,1,1.89,0.447,0.333,0.096,72.4,2
0.582,6.65,32.45,20.09,224.29,30.18,0.66,5.15,2.45,187.74,43.122,0.13,0,0,1,3.444,0.895,0.749,0.162,195.7,2
0.748,6.67,22.17,25.04,302.49,30.64,0.11,5.86,4.76,169.32,39.754,0.17,2,0,1,2.229,0.133,0.677,0.034,69.9,16
0.93,7.58,15.18,24.44,236.69,32.47,0.11,5.07,3.34,234.27,43.52,0.08,0,0,1,2.251,0.193,0.889,0.123,153.1,2
0.888,6.27,20.12,27.1,235.83,33.16,0.78,4.83,9.63,91.0,28.87,0.21,0,1,0,2.704,0.867,0.201,0.105,117.0,17
0.809,6.07,23.6,25.41,270.74,33.23,1.0,4.5,5.05,204.33,15.971,0.07,2,0,1,2.502,0.541,0.867,0.135,167.3,9
0.821,7.92,22.23,26.46,312.2,29.37,0.27,5.69,2.8,165.33,21.306,0.47,1,0,0,2.402,0.344,0.758,0.026,95.3,5
0.425,6.03,32.85,27.31,262.2,32.24,0.11,5.34,3.89,103.75,16.931,0.47,2,1,1,3.661,0.785,0.777,0.093,154.8,3
0.705,6.28,25.45,23.21,315.29,32.53,0.08,4.24,7.52,204.02,24.945,0.37,1,0,1,0.944,0.274,0.759,0.108,101.6,15
0.754,9.42,25.8,24.42,229.45,30.88,0.08,3.1,8.6,140.54,23.027,0.29,0,0,1,3.014,0.59,0.237,0.036,111.0,3
0.776,8.27,23.16,27.71,329.58,32.46,0.12,3.5,3.26,111.68,12.465,0.01,1,0,0,3.845,0.131,0.642,0.032,82.3,16
0.741,9.34,21.25,27.07,306.86,28.36,0.07,3.26,2.85,124.73,34.205,0.15,1,0,1,1.032,0.313,0.929,0.048,141.7,6
0.958,8.51,17.82,20.66,277.5,28.65,0.6,4.77,4.35,180.89,20.672,0.34,0,1,1,1.689,0.67,0.621,0.068,184.4,11
0.692,6.22,26.11,23.01,239.91,32.75,0.55,5.21,3.36,100.9,26.484,0.18,1,0,0,3.479,0.907,0.748,0.035,169.2,17
0.679,8.35,32.67,25.63,345.06,33.87,0.4,5.45,8.15,239.24,44.395,0.47,2,1,0,2.583,0.567,0.176,0.167,103.3,2
0.55,5.17,32.11,27.83,270.65,33.35,0.31,4.56,8.45,127.27,35.015,0.21,0,1,1,2.561,0.757,0.121,0.081,50.0,11
0.571,6.87,33.67,22.79,265.8,32.6,0.78,3.48,8.04,157.54,38.023,0.38,0,1,0,2.344,0.572,0.491,0.066,82.6,15
0.604,9.77,18.34,26.77,278.2,28.32,0.71,4.84,8.95,116.83,43.453,0.11,2,1,1,2.204,0.755,0.776,0.109,62.8,5
0.983,8.18,20.69,21.85,349.29,29.77,0.5,4.61,7.81,237.11,35.897,0.48,1,0,1,3.82,0.314,0.898,0.135,61.4,12
0.775,7.69,26.68,20.65,209.52,32.41,0.54,4.66,9.72,178.39,43.166,0.34,2,1,1,0.917,0.547,0.801,0.129,87.7,16
0.744,8.62,21.19,22.05,337.65,29.24,0.74,5.19,2.98,154.72,26.755,0.42,0,1,1,2.253,0.282,0.706,0.056,155.5,17
0.682,5.29,24.22,27.91,255.98,29.66,0.29,5.74,6.43,174.05,39.45,0.49,0,0,0,3.572,0.908,0.793,0.118,169.5,17
0.447,5.76,33.27,23.49,279.23,34.95,0.08,5.05,8.41,135.52,35.66,0.05,0,0,0,3.2,0.523,0.294,0.072,52.9,4
0.578,6.96,30.33,23.28,280.68,29.45,0.07,5.9,6.22,170.12,16.129,0.45,1,0,0,1.216,0.336,0.339,0.194,136.5,15
0.699,9.93,24.71,20.75,319.93,33.51,0.95,4.97,4.42,97.77,19.217,0.32,1,1,0,0.659,0.507,0.879,0.003,187.2,17
0.813,7.05,29.4,20.54,307.83,31.83,0.38,4.33,5.27,72.35,38.917,0.1,0,0,1,1.437,0.652,0.634,0.074,113.1,14
0.716,6.87,16.88,23.78,290.07,28.64,0.65,5.38,7.97,118.46,27.052,0.08,2,1,0,1.996,0.913,0.38,0.11,135.8,9
0.682,8.54,19.79,22.01,263.07,28.45,0.1,5.3,6.39,110.8,27.646,0.46,1,0,0,2.474,0.322,0.529,0.051,144.8,8
0.604,6.18,25.19,26.36,255.18,29.55,0.15,3.38,7.46,198.74,11.636,0.25,0,0,0,3.293,0.468,0.305,0.188,171.8,3
0.919,6.11,31.8,23.39,333.13,33.27,0.64,3.84,2.73,289.67,38.856,0.2,0,1,1,0.517,0.269,0.851,0.024,162.1,1
0.587,5.65,27.82,22.8,301.99,34.4,0.2,3.29,6.21,212.45,20.814,0.26,0,0,0,3.381,0.775,0.568,0.19,157.9,10
0.443,9.58,23.36,25.61,345.98,29.3,0.86,5.67,7.73,128.05,14.461,0.29,1,1,0,0.885,0.392,0.413,0.106,139.3,3
0.471,5.5,24.89,27.39,323.61,28.13,0.03,5.57,8.1,185.56,23.853,0.03,2,0,1,1.925,0.918,0.299,0.038,98.7,10
0.878,6.66,26.26,24.21,315.69,30.67,0.72,3.26,3.87,136.16,40.827,0.2,2,1,0,2.04,0.211,0.733,0.131,181.6,9
0.761,8.24,15.16,27.0,315.45,28.97,0.37,5.27,5.64,142.82,36.528,0.15,2,1,0,0.835,0.227,0.262,0.076,144.1,6
0.695,7.82,18.18,20.96,300.56,30.64,0.38,3.32,4.73,229.43,33.115,0.25,1,1,0,1.049,0.711,0.706,0.085,191.5,3
0.688,8.8,24.89,24.3,327.68,34.22,0.15,3.44,7.94,63.96,41.322,0.21,0,0,1,1.861,0.75,0.13,0.188,183.0,7
0.533,8.11,26.96,20.5,229.91,32.94,0.53,5.08,7.71,255.99,21.609,0.38,0,1,0,2.997,0.332,0.443,0.17,91.8,19
0.706,8.16,33.56,20.67,269.27,33.74,0.89,5.79,7.8,269.2,38.06,0.46,0,1,0,2.561,0.902,0.97,0.172,87.7,8
0.625,6.54,34.87,22.39,297.89,29.39,0.58,5.05,5.58,142.39,42.521,0.03,2,1,1,3.784,0.66,0.895,0.012,159.8,11
0.725,5.55,20.71,25.63,210.03,30.91,0.84,5.85,7.48,297.81,27.956,0.47,0,1,1,1.762,0.828,0.952,0.073,64.1,10
0.771,6.72,31.04,20.7,337.53,31.23,0.86,5.06,9.02,95.51,25.313,0.31,1,1,1,1.278,0.535,0.323,0.098,194.9,13
0.727,9.25,27.07,21.61,235.97,32.58,0.67,5.18,4.3,82.33,39.262,0.23,1,0,1,1.862,0.3,0.214,0.174,123.6,12
0.947,8.34,25.3,22.18,263.1,32.92,0.37,4.57,7.71,150.19,16.317,0.25,2,1,1,1.045,0.296,0.531,0.147,135.9,2
0.648,7.82,32.32,22.31,226.95,32.57,0.78,4.58,7.27,287.7,12.692,0.36,0,0,1,0.752,0.496,0.917,0.176,61.6,9
0.461,9.46,16.25,25.46,301.9,28.16,0.16,5.56,8.81,60.86,12.019,0.5,0,0,1,1.42,0.592,0.853,0.03,98.8,17
0.471,5.3,21.91,26.74,215.98,29.55,0.36,3.66,4.87,203.46,33.682,0.23,1,0,1,3.331,0.869,0.49,0.13,79.8,10
0.798,7.56,28.04,22.73,246.53,32.68,0.04,4.12,4.45,203.0,28.443,0.5,0,1,1,3.162,0.47,0.938,0.018,195.8,2
0.537,7.48,16.09,23.72,200.5,30.82,0.56,5.96,9.97,111.08,28.524,0.01,0,0,0,2.221,0.45,0.508,0.198,51.0,7
0.579,5.51,17.77,23.5,217.69,30.55,1.0,4.82,5.07,99.32,27.894,0.47,0,0,0,2.623,0.576,0.263,0.109,111.9,10
0.792,6.38,24.34,21.3,230.98,33.14,0.79,3.94,3.62,204.52,33.971,0.29,1,1,1,1.162,0.471,0.408,0.075,75.4,9
0.669,8.15,16.2,23.92,287.02,28.55,0.52,5.4,6.16,87.89,11.6,0.4,0,0,0,0.517,0.506,0.21,0.066,100.4,11
0.929,5.92,23.74,23.39,247.1,29.86,0.75,5.39,8.0,198.55,33.508,0.42,1,1,0,2.929,0.102,0.304,0.176,136.5,17
0.566,6.93,28.71,20.61,342.4,34.1,0.54,4.12,6.49,96.04,17.584,0.07,1,1,0,3.15,0.3,0.79,0.054,120.3,6
0.774,5.2,26.7,26.73,304.74,32.22,0.2,3.74,5.14,237.58,43.523,0.3,2,1,1,3.618,0.613,0.375,0.079,103.3,4
0.898,7.72,17.32,24.98,283.2,30.87,0.94,5.73,2.78,120.81,38.032,0.25,2,0,0,2.516,0.314,0.553,0.112,85.2,10
0.826,6.89,25.24,20.16,349.51,33.16,0.21,5.08,4.04,188.82,35.209,0.2,0,1,1,1.18,0.896,0.979,0.168,142.5,19
0.699,6.69,32.17,24.86,310.42,29.89,0.5,3.69,7.77,163.5,18.636,0.04,2,0,0,0.853,0.993,0.778,0.175,136.0,6
